Dataset,Column,Miss% Pathogenic,Miss% Benign,Abs Difference
KANSER,AL_291,83.58,39.17,44.42
KANSER,AL_292,83.58,39.17,44.42
KANSER,AL_293,83.58,39.17,44.42
KANSER,AL_294,83.58,39.17,44.42
KANSER,AL_295,61.57,20.83,40.73
KANSER,AL_296,61.57,20.83,40.73
KANSER,AL_297,61.57,20.83,40.73
KANSER,AL_298,61.57,20.83,40.73
KANSER,AL_299,61.57,20.83,40.73
KANSER,AL_300,61.57,20.83,40.73
KANSER,AL_301,61.57,20.83,40.73
KANSER,AL_302,61.57,20.83,40.73
KANSER,AL_303,61.57,20.83,40.73
KANSER,AL_304,61.57,20.83,40.73
KANSER,AL_305,61.57,20.83,40.73
KANSER,AL_306,61.57,20.83,40.73
KANSER,AL_307,61.57,20.83,40.73
KANSER,AL_308,61.57,20.83,40.73
KANSER,AL_309,61.57,20.83,40.73
KANSER,AL_310,61.57,20.83,40.73
KANSER,AL_311,61.57,20.83,40.73
KANSER,AL_312,61.57,20.83,40.73
KANSER,AL_313,61.57,20.83,40.73
KANSER,AL_314,61.57,20.83,40.73
KANSER,AL_315,61.57,20.83,40.73
KANSER,AL_316,61.57,20.83,40.73
KANSER,AL_317,61.57,20.83,40.73
KANSER,AL_318,61.57,20.83,40.73
KANSER,AL_319,61.57,20.83,40.73
KANSER,AL_320,61.57,20.83,40.73
KANSER,AL_321,61.57,20.83,40.73
KANSER,AL_322,61.57,20.83,40.73
KANSER,AL_323,61.57,20.83,40.73
KANSER,AL_324,61.57,20.83,40.73
KANSER,AL_325,61.57,20.83,40.73
KANSER,AL_326,61.57,20.83,40.73
KANSER,AL_327,61.57,20.83,40.73
KANSER,AL_328,61.57,20.83,40.73
KANSER,AL_329,61.57,20.83,40.73
KANSER,AL_330,61.57,20.83,40.73
KANSER,AL_331,61.57,20.83,40.73
KANSER,AL_332,61.57,20.83,40.73
KANSER,AL_333,61.57,20.83,40.73
KANSER,AL_334,61.57,20.83,40.73
KANSER,EK_1,2.24,14.17,11.93
KANSER,EK_2,2.24,14.17,11.93
KANSER,EK_3,36.57,25.83,10.73
KANSER,EK_4,2.24,14.17,11.93
KANSER,EK_5,2.24,14.17,11.93
KANSER,EK_6,2.24,15.0,12.76
KANSER,EK_7,2.24,14.17,11.93
KANSER,EK_8,2.24,14.17,11.93
KANSER,EK_9,2.24,15.0,12.76
MASTER,AL_1,96.23,72.76,23.47
MASTER,AL_2,96.23,72.76,23.47
MASTER,AL_3,96.23,72.76,23.47
MASTER,AL_4,96.23,72.76,23.47
MASTER,AL_5,96.23,72.76,23.47
MASTER,AL_6,96.23,72.76,23.47
MASTER,AL_7,43.28,27.37,15.91
MASTER,AL_8,43.28,27.37,15.91
MASTER,AL_9,43.28,27.37,15.91
MASTER,AL_10,43.28,27.37,15.91
MASTER,AL_11,43.28,27.37,15.91
MASTER,AL_12,43.28,27.37,15.91
MASTER,AL_13,43.28,27.37,15.91
MASTER,AL_14,43.28,27.37,15.91
MASTER,AL_15,43.28,27.37,15.91
MASTER,AL_16,72.82,39.64,33.18
MASTER,AL_17,72.82,39.64,33.18
MASTER,AL_18,72.82,39.64,33.18
MASTER,AL_19,72.82,39.64,33.18
MASTER,AL_20,72.82,39.77,33.05
MASTER,AL_21,72.82,39.77,33.05
MASTER,AL_22,72.82,39.77,33.05
MASTER,AL_23,72.82,39.64,33.18
MASTER,AL_24,72.82,39.77,33.05
MASTER,AL_25,72.82,39.77,33.05
MASTER,AL_26,41.6,24.42,17.18
MASTER,AL_27,96.65,76.98,19.67
MASTER,AL_28,96.65,76.98,19.67
MASTER,AL_29,96.65,76.98,19.67
MASTER,AL_30,96.65,76.98,19.67
MASTER,AL_31,96.65,76.98,19.67
MASTER,AL_32,96.65,76.98,19.67
MASTER,AL_33,96.65,76.98,19.67
MASTER,AL_34,96.65,76.98,19.67
MASTER,AL_35,96.65,76.98,19.67
MASTER,AL_36,96.65,76.98,19.67
MASTER,AL_37,96.65,76.98,19.67
MASTER,AL_38,96.65,76.98,19.67
MASTER,AL_39,50.12,43.48,6.64
MASTER,AL_40,50.12,43.48,6.64
MASTER,AL_41,50.12,43.48,6.64
MASTER,AL_42,50.12,43.48,6.64
MASTER,AL_43,50.12,43.48,6.64
MASTER,AL_44,50.12,43.48,6.64
MASTER,AL_45,50.12,43.48,6.64
MASTER,AL_46,50.12,43.48,6.64
MASTER,AL_47,50.12,43.48,6.64
MASTER,AL_48,50.12,43.48,6.64
MASTER,AL_49,50.12,43.48,6.64
MASTER,AL_50,50.12,43.48,6.64
MASTER,AL_51,50.12,43.48,6.64
MASTER,AL_52,50.12,43.48,6.64
MASTER,AL_53,50.12,43.48,6.64
MASTER,AL_54,50.12,43.48,6.64
MASTER,AL_55,50.12,43.48,6.64
MASTER,AL_56,50.12,43.48,6.64
MASTER,AL_57,50.12,43.48,6.64
MASTER,AL_58,50.12,43.48,6.64
MASTER,AL_59,50.12,43.48,6.64
MASTER,AL_60,50.12,43.48,6.64
MASTER,AL_61,50.12,43.48,6.64
MASTER,AL_62,50.12,43.48,6.64
MASTER,AL_63,50.12,43.48,6.64
MASTER,AL_64,50.12,43.48,6.64
MASTER,AL_65,50.12,43.48,6.64
MASTER,AL_66,50.12,43.48,6.64
MASTER,AL_67,50.12,43.48,6.64
MASTER,AL_68,50.12,43.48,6.64
MASTER,AL_69,50.12,43.48,6.64
MASTER,AL_70,50.12,43.48,6.64
MASTER,AL_71,50.12,43.48,6.64
MASTER,AL_72,50.12,43.48,6.64
MASTER,AL_73,50.12,43.48,6.64
MASTER,AL_74,50.12,43.48,6.64
MASTER,AL_75,64.59,44.25,20.34
MASTER,AL_76,64.59,44.25,20.34
MASTER,AL_77,64.59,44.25,20.34
MASTER,AL_78,64.59,44.25,20.34
MASTER,AL_79,64.59,44.25,20.34
MASTER,AL_80,64.59,44.25,20.34
MASTER,AL_81,64.59,44.25,20.34
MASTER,AL_82,64.59,44.25,20.34
MASTER,AL_83,64.59,44.25,20.34
MASTER,AL_84,64.59,44.25,20.34
MASTER,AL_85,64.59,44.25,20.34
MASTER,AL_86,64.59,44.25,20.34
MASTER,AL_87,64.59,44.25,20.34
MASTER,AL_88,64.59,44.25,20.34
MASTER,AL_89,64.59,44.25,20.34
MASTER,AL_90,64.59,44.25,20.34
MASTER,AL_91,64.59,44.25,20.34
MASTER,AL_92,64.59,44.25,20.34
MASTER,AL_93,64.59,44.25,20.34
MASTER,AL_94,64.59,44.25,20.34
MASTER,AL_95,64.59,44.25,20.34
MASTER,AL_96,64.59,44.25,20.34
MASTER,AL_97,64.59,44.25,20.34
MASTER,AL_98,64.59,44.25,20.34
MASTER,AL_99,53.89,36.7,17.18
MASTER,AL_100,53.89,36.7,17.18
MASTER,AL_101,53.89,36.7,17.18
MASTER,AL_102,53.89,36.7,17.18
MASTER,AL_103,53.89,36.7,17.18
MASTER,AL_104,53.89,36.7,17.18
MASTER,AL_105,53.89,36.7,17.18
MASTER,AL_106,53.89,36.7,17.18
MASTER,AL_107,53.89,36.7,17.18
MASTER,AL_108,53.89,36.7,17.18
MASTER,AL_109,53.89,36.7,17.18
MASTER,AL_110,53.89,36.7,17.18
MASTER,AL_111,53.89,36.7,17.18
MASTER,AL_112,53.89,36.7,17.18
MASTER,AL_113,53.89,36.7,17.18
MASTER,AL_114,53.89,36.7,17.18
MASTER,AL_115,53.89,36.7,17.18
MASTER,AL_116,53.89,36.7,17.18
MASTER,AL_117,53.89,36.7,17.18
MASTER,AL_118,53.89,36.7,17.18
MASTER,AL_119,53.89,36.7,17.18
MASTER,AL_120,53.89,36.7,17.18
MASTER,AL_121,53.89,36.7,17.18
MASTER,AL_122,53.89,36.7,17.18
MASTER,AL_123,53.89,36.7,17.18
MASTER,AL_124,53.89,36.7,17.18
MASTER,AL_125,53.89,36.7,17.18
MASTER,AL_126,53.89,36.7,17.18
MASTER,AL_127,53.89,36.7,17.18
MASTER,AL_128,53.89,36.7,17.18
MASTER,AL_129,53.89,36.7,17.18
MASTER,AL_130,53.89,36.7,17.18
MASTER,AL_131,53.89,36.7,17.18
MASTER,AL_132,53.89,36.7,17.18
MASTER,AL_133,53.89,36.7,17.18
MASTER,AL_134,53.89,36.7,17.18
MASTER,AL_135,53.89,36.7,17.18
MASTER,AL_136,53.89,36.7,17.18
MASTER,AL_137,53.89,36.7,17.18
MASTER,AL_138,53.89,36.7,17.18
MASTER,AL_139,53.89,36.7,17.18
MASTER,AL_140,53.89,36.7,17.18
MASTER,AL_141,53.89,36.7,17.18
MASTER,AL_142,53.89,36.7,17.18
MASTER,AL_143,53.89,36.7,17.18
MASTER,AL_144,53.89,36.7,17.18
MASTER,AL_145,53.89,36.7,17.18
MASTER,AL_146,53.89,36.7,17.18
MASTER,AL_147,53.89,36.7,17.18
MASTER,AL_148,53.89,36.7,17.18
MASTER,AL_149,53.89,36.7,17.18
MASTER,AL_150,53.89,36.7,17.18
MASTER,AL_151,53.89,36.7,17.18
MASTER,AL_152,53.89,36.7,17.18
MASTER,AL_153,53.89,36.7,17.18
MASTER,AL_154,53.89,36.7,17.18
MASTER,AL_155,53.89,36.7,17.18
MASTER,AL_156,53.89,36.7,17.18
MASTER,AL_157,53.89,36.7,17.18
MASTER,AL_158,53.89,36.7,17.18
MASTER,AL_159,53.89,36.7,17.18
MASTER,AL_160,53.89,36.7,17.18
MASTER,AL_161,53.89,36.7,17.18
MASTER,AL_162,53.89,36.7,17.18
MASTER,AL_163,53.89,36.7,17.18
MASTER,AL_164,53.89,36.7,17.18
MASTER,AL_165,53.89,36.7,17.18
MASTER,AL_166,53.89,36.7,17.18
MASTER,AL_167,53.89,36.7,17.18
MASTER,AL_168,53.89,36.7,17.18
MASTER,AL_169,53.89,36.7,17.18
MASTER,AL_170,53.89,36.7,17.18
MASTER,AL_171,53.89,36.7,17.18
MASTER,AL_172,53.89,36.7,17.18
MASTER,AL_173,53.89,36.7,17.18
MASTER,AL_174,53.89,36.7,17.18
MASTER,AL_175,53.89,36.7,17.18
MASTER,AL_176,53.89,36.7,17.18
MASTER,AL_177,53.89,36.7,17.18
MASTER,AL_178,53.89,36.7,17.18
MASTER,AL_179,53.89,36.7,17.18
MASTER,AL_180,53.89,36.7,17.18
MASTER,AL_181,53.89,36.7,17.18
MASTER,AL_182,53.89,36.7,17.18
MASTER,AL_183,72.78,48.85,23.93
MASTER,AL_184,72.78,48.85,23.93
MASTER,AL_185,72.78,48.85,23.93
MASTER,AL_186,33.88,24.42,9.45
MASTER,AL_187,70.92,46.8,24.11
MASTER,AL_188,70.92,46.8,24.11
MASTER,AL_189,70.92,46.8,24.11
MASTER,AL_190,70.92,46.8,24.11
MASTER,AL_191,70.92,46.8,24.11
MASTER,AL_192,70.92,46.8,24.11
MASTER,AL_193,70.92,46.8,24.11
MASTER,AL_194,70.92,46.8,24.11
MASTER,AL_195,70.92,46.8,24.11
MASTER,AL_196,70.92,46.8,24.11
MASTER,AL_197,70.92,46.8,24.11
MASTER,AL_198,70.92,46.8,24.11
MASTER,AL_199,70.92,46.8,24.11
MASTER,AL_200,70.92,46.8,24.11
MASTER,AL_201,70.92,46.8,24.11
MASTER,AL_202,70.92,46.8,24.11
MASTER,AL_203,70.92,46.8,24.11
MASTER,AL_204,70.92,46.8,24.11
MASTER,AL_205,70.92,46.8,24.11
MASTER,AL_206,70.92,46.8,24.11
MASTER,AL_207,70.92,46.8,24.11
MASTER,AL_208,70.92,46.8,24.11
MASTER,AL_209,70.92,46.8,24.11
MASTER,AL_210,70.92,46.8,24.11
MASTER,AL_211,70.92,46.8,24.11
MASTER,AL_212,70.92,46.8,24.11
MASTER,AL_213,70.92,46.8,24.11
MASTER,AL_214,81.57,54.48,27.1
MASTER,AL_215,81.57,54.48,27.1
MASTER,AL_216,81.57,54.48,27.1
MASTER,AL_217,81.57,54.48,27.1
MASTER,AL_218,70.92,46.8,24.11
MASTER,AL_219,70.92,46.8,24.11
MASTER,AL_220,70.92,46.8,24.11
MASTER,AL_221,70.92,46.8,24.11
MASTER,AL_222,70.92,46.8,24.11
MASTER,AL_223,70.92,46.8,24.11
MASTER,AL_224,70.92,46.8,24.11
MASTER,AL_225,70.92,46.8,24.11
MASTER,AL_226,70.92,46.8,24.11
MASTER,AL_227,70.92,46.8,24.11
MASTER,AL_228,70.92,46.8,24.11
MASTER,AL_229,70.92,46.8,24.11
MASTER,AL_230,70.92,46.8,24.11
MASTER,AL_231,70.92,46.8,24.11
MASTER,AL_232,70.92,46.8,24.11
MASTER,AL_233,70.92,46.8,24.11
MASTER,AL_234,70.92,46.8,24.11
MASTER,AL_235,70.92,46.8,24.11
MASTER,AL_236,70.92,46.8,24.11
MASTER,AL_237,70.92,46.8,24.11
MASTER,AL_238,70.92,46.8,24.11
MASTER,AL_239,70.92,46.8,24.11
MASTER,AL_240,70.92,46.8,24.11
MASTER,AL_241,70.92,46.8,24.11
MASTER,AL_242,70.92,46.8,24.11
MASTER,AL_243,70.92,46.8,24.11
MASTER,AL_244,70.92,46.8,24.11
MASTER,AL_245,70.92,46.8,24.11
MASTER,AL_246,70.92,46.8,24.11
MASTER,AL_247,70.92,46.8,24.11
MASTER,AL_248,70.92,46.8,24.11
MASTER,AL_249,70.92,46.8,24.11
MASTER,AL_250,72.82,47.95,24.87
MASTER,AL_251,72.82,47.95,24.87
MASTER,AL_252,72.82,47.95,24.87
MASTER,AL_253,72.82,47.95,24.87
MASTER,AL_254,70.92,46.8,24.11
MASTER,AL_255,70.92,46.8,24.11
MASTER,AL_256,70.92,46.8,24.11
MASTER,AL_257,70.92,46.8,24.11
MASTER,AL_258,70.92,46.8,24.11
MASTER,AL_259,70.92,46.8,24.11
MASTER,AL_260,70.92,46.8,24.11
MASTER,AL_261,70.92,46.8,24.11
MASTER,AL_262,70.92,46.8,24.11
MASTER,AL_263,70.92,46.8,24.11
MASTER,AL_264,70.92,46.8,24.11
MASTER,AL_265,70.92,46.8,24.11
MASTER,AL_266,70.92,46.8,24.11
MASTER,AL_267,70.92,46.8,24.11
MASTER,AL_268,70.92,46.8,24.11
MASTER,AL_269,70.92,46.8,24.11
MASTER,AL_270,70.92,46.8,24.11
MASTER,AL_271,70.92,46.8,24.11
MASTER,AL_272,70.92,46.8,24.11
MASTER,AL_273,70.92,46.8,24.11
MASTER,AL_274,70.92,46.8,24.11
MASTER,AL_275,70.92,46.93,23.99
MASTER,AL_276,70.92,46.8,24.11
MASTER,AL_277,70.92,46.8,24.11
MASTER,AL_278,70.92,46.8,24.11
MASTER,AL_279,70.92,46.8,24.11
MASTER,AL_280,70.92,46.8,24.11
MASTER,AL_281,70.92,46.8,24.11
MASTER,AL_282,70.92,46.8,24.11
MASTER,AL_283,70.92,46.8,24.11
MASTER,AL_284,70.92,46.8,24.11
MASTER,AL_285,70.92,46.8,24.11
MASTER,AL_286,73.15,48.59,24.56
MASTER,AL_287,73.15,48.59,24.56
MASTER,AL_288,73.15,48.59,24.56
MASTER,AL_289,73.15,48.59,24.56
MASTER,AL_290,70.92,46.8,24.11
MASTER,AL_291,70.92,46.8,24.11
MASTER,AL_292,70.92,46.8,24.11
MASTER,AL_293,70.92,46.8,24.11
MASTER,AL_294,70.92,46.8,24.11
MASTER,AL_295,50.58,27.11,23.47
MASTER,AL_296,50.58,27.11,23.47
MASTER,AL_297,50.58,27.11,23.47
MASTER,AL_298,50.58,27.11,23.47
MASTER,AL_299,50.58,27.11,23.47
MASTER,AL_300,50.58,27.11,23.47
MASTER,AL_301,50.58,27.11,23.47
MASTER,AL_302,50.58,27.11,23.47
MASTER,AL_303,50.58,27.11,23.47
MASTER,AL_304,50.58,27.11,23.47
MASTER,AL_305,50.58,27.11,23.47
MASTER,AL_306,50.58,27.11,23.47
MASTER,AL_307,50.58,27.11,23.47
MASTER,AL_308,50.58,27.11,23.47
MASTER,AL_309,50.58,27.11,23.47
MASTER,AL_310,50.58,27.11,23.47
MASTER,AL_311,50.58,27.11,23.47
MASTER,AL_312,50.58,27.11,23.47
MASTER,AL_313,50.58,27.11,23.47
MASTER,AL_314,50.58,27.11,23.47
MASTER,AL_315,50.58,27.11,23.47
MASTER,AL_316,50.58,27.11,23.47
MASTER,AL_317,50.58,27.11,23.47
MASTER,AL_318,50.58,27.11,23.47
MASTER,AL_319,50.58,27.11,23.47
MASTER,AL_320,50.58,27.11,23.47
MASTER,AL_321,50.58,27.11,23.47
MASTER,AL_322,50.58,27.11,23.47
MASTER,AL_323,50.58,27.11,23.47
MASTER,AL_324,50.58,27.11,23.47
MASTER,AL_325,50.58,27.11,23.47
MASTER,AL_326,50.58,27.11,23.47
MASTER,AL_327,50.58,27.11,23.47
MASTER,AL_328,50.58,27.11,23.47
MASTER,AL_329,50.58,27.11,23.47
MASTER,AL_330,50.58,27.11,23.47
MASTER,AL_331,50.58,27.11,23.47
MASTER,AL_332,50.58,27.11,23.47
MASTER,AL_333,50.58,27.11,23.47
MASTER,AL_334,50.58,27.11,23.47
MASTER,EK_1,10.05,18.29,8.24
MASTER,EK_2,10.05,18.29,8.24
MASTER,EK_3,47.37,39.9,7.47
MASTER,EK_4,10.05,18.29,8.24
MASTER,EK_5,10.05,18.29,8.24
MASTER,EK_6,10.05,18.29,8.24
MASTER,EK_7,10.05,18.29,8.24
MASTER,EK_8,10.05,18.29,8.24
MASTER,EK_9,18.99,25.45,6.46
PAH,AL_1,96.45,95.16,1.29
PAH,AL_2,96.45,95.16,1.29
PAH,AL_3,96.45,95.16,1.29
PAH,AL_4,96.45,95.16,1.29
PAH,AL_5,96.45,95.16,1.29
PAH,AL_6,96.45,95.16,1.29
PAH,AL_7,40.32,43.55,3.23
PAH,AL_8,40.32,43.55,3.23
PAH,AL_9,40.32,43.55,3.23
PAH,AL_10,40.32,43.55,3.23
PAH,AL_11,40.32,43.55,3.23
PAH,AL_12,40.32,43.55,3.23
PAH,AL_13,40.32,43.55,3.23
PAH,AL_14,40.32,43.55,3.23
PAH,AL_15,40.32,43.55,3.23
PAH,AL_16,67.1,67.74,0.65
PAH,AL_17,67.1,67.74,0.65
PAH,AL_18,67.1,67.74,0.65
PAH,AL_19,67.1,67.74,0.65
PAH,AL_20,67.1,67.74,0.65
PAH,AL_21,67.1,67.74,0.65
PAH,AL_22,67.1,67.74,0.65
PAH,AL_23,67.1,67.74,0.65
PAH,AL_24,67.1,67.74,0.65
PAH,AL_25,67.1,67.74,0.65
PAH,AL_26,36.13,37.1,0.97
PAH,AL_27,96.45,95.16,1.29
PAH,AL_28,96.45,95.16,1.29
PAH,AL_29,96.45,95.16,1.29
PAH,AL_30,96.45,95.16,1.29
PAH,AL_31,96.45,95.16,1.29
PAH,AL_32,96.45,95.16,1.29
PAH,AL_33,96.45,95.16,1.29
PAH,AL_34,96.45,95.16,1.29
PAH,AL_35,96.45,95.16,1.29
PAH,AL_36,96.45,95.16,1.29
PAH,AL_37,96.45,95.16,1.29
PAH,AL_38,96.45,95.16,1.29
PAH,AL_39,56.45,66.13,9.68
PAH,AL_40,56.45,66.13,9.68
PAH,AL_41,56.45,66.13,9.68
PAH,AL_42,56.45,66.13,9.68
PAH,AL_43,56.45,66.13,9.68
PAH,AL_44,56.45,66.13,9.68
PAH,AL_45,56.45,66.13,9.68
PAH,AL_46,56.45,66.13,9.68
PAH,AL_47,56.45,66.13,9.68
PAH,AL_48,56.45,66.13,9.68
PAH,AL_49,56.45,66.13,9.68
PAH,AL_50,56.45,66.13,9.68
PAH,AL_51,56.45,66.13,9.68
PAH,AL_52,56.45,66.13,9.68
PAH,AL_53,56.45,66.13,9.68
PAH,AL_54,56.45,66.13,9.68
PAH,AL_55,56.45,66.13,9.68
PAH,AL_56,56.45,66.13,9.68
PAH,AL_57,56.45,66.13,9.68
PAH,AL_58,56.45,66.13,9.68
PAH,AL_59,56.45,66.13,9.68
PAH,AL_60,56.45,66.13,9.68
PAH,AL_61,56.45,66.13,9.68
PAH,AL_62,56.45,66.13,9.68
PAH,AL_63,56.45,66.13,9.68
PAH,AL_64,56.45,66.13,9.68
PAH,AL_65,56.45,66.13,9.68
PAH,AL_66,56.45,66.13,9.68
PAH,AL_67,56.45,66.13,9.68
PAH,AL_68,56.45,66.13,9.68
PAH,AL_69,56.45,66.13,9.68
PAH,AL_70,56.45,66.13,9.68
PAH,AL_71,56.45,66.13,9.68
PAH,AL_72,56.45,66.13,9.68
PAH,AL_73,56.45,66.13,9.68
PAH,AL_74,56.45,66.13,9.68
PAH,AL_75,60.0,67.74,7.74
PAH,AL_76,60.0,67.74,7.74
PAH,AL_77,60.0,67.74,7.74
PAH,AL_78,60.0,67.74,7.74
PAH,AL_79,60.0,67.74,7.74
PAH,AL_80,60.0,67.74,7.74
PAH,AL_81,60.0,67.74,7.74
PAH,AL_82,60.0,67.74,7.74
PAH,AL_83,60.0,67.74,7.74
PAH,AL_84,60.0,67.74,7.74
PAH,AL_85,60.0,67.74,7.74
PAH,AL_86,60.0,67.74,7.74
PAH,AL_87,60.0,67.74,7.74
PAH,AL_88,60.0,67.74,7.74
PAH,AL_89,60.0,67.74,7.74
PAH,AL_90,60.0,67.74,7.74
PAH,AL_91,60.0,67.74,7.74
PAH,AL_92,60.0,67.74,7.74
PAH,AL_93,60.0,67.74,7.74
PAH,AL_94,60.0,67.74,7.74
PAH,AL_95,60.0,67.74,7.74
PAH,AL_96,60.0,67.74,7.74
PAH,AL_97,60.0,67.74,7.74
PAH,AL_98,60.0,67.74,7.74
PAH,AL_99,46.13,43.55,2.58
PAH,AL_100,46.13,43.55,2.58
PAH,AL_101,46.13,43.55,2.58
PAH,AL_102,46.13,43.55,2.58
PAH,AL_103,46.13,43.55,2.58
PAH,AL_104,46.13,43.55,2.58
PAH,AL_105,46.13,43.55,2.58
PAH,AL_106,46.13,43.55,2.58
PAH,AL_107,46.13,43.55,2.58
PAH,AL_108,46.13,43.55,2.58
PAH,AL_109,46.13,43.55,2.58
PAH,AL_110,46.13,43.55,2.58
PAH,AL_111,46.13,43.55,2.58
PAH,AL_112,46.13,43.55,2.58
PAH,AL_113,46.13,43.55,2.58
PAH,AL_114,46.13,43.55,2.58
PAH,AL_115,46.13,43.55,2.58
PAH,AL_116,46.13,43.55,2.58
PAH,AL_117,46.13,43.55,2.58
PAH,AL_118,46.13,43.55,2.58
PAH,AL_119,46.13,43.55,2.58
PAH,AL_120,46.13,43.55,2.58
PAH,AL_121,46.13,43.55,2.58
PAH,AL_122,46.13,43.55,2.58
PAH,AL_123,46.13,43.55,2.58
PAH,AL_124,46.13,43.55,2.58
PAH,AL_125,46.13,43.55,2.58
PAH,AL_126,46.13,43.55,2.58
PAH,AL_127,46.13,43.55,2.58
PAH,AL_128,46.13,43.55,2.58
PAH,AL_129,46.13,43.55,2.58
PAH,AL_130,46.13,43.55,2.58
PAH,AL_131,46.13,43.55,2.58
PAH,AL_132,46.13,43.55,2.58
PAH,AL_133,46.13,43.55,2.58
PAH,AL_134,46.13,43.55,2.58
PAH,AL_135,46.13,43.55,2.58
PAH,AL_136,46.13,43.55,2.58
PAH,AL_137,46.13,43.55,2.58
PAH,AL_138,46.13,43.55,2.58
PAH,AL_139,46.13,43.55,2.58
PAH,AL_140,46.13,43.55,2.58
PAH,AL_141,46.13,43.55,2.58
PAH,AL_142,46.13,43.55,2.58
PAH,AL_143,46.13,43.55,2.58
PAH,AL_144,46.13,43.55,2.58
PAH,AL_145,46.13,43.55,2.58
PAH,AL_146,46.13,43.55,2.58
PAH,AL_147,46.13,43.55,2.58
PAH,AL_148,46.13,43.55,2.58
PAH,AL_149,46.13,43.55,2.58
PAH,AL_150,46.13,43.55,2.58
PAH,AL_151,46.13,43.55,2.58
PAH,AL_152,46.13,43.55,2.58
PAH,AL_153,46.13,43.55,2.58
PAH,AL_154,46.13,43.55,2.58
PAH,AL_155,46.13,43.55,2.58
PAH,AL_156,46.13,43.55,2.58
PAH,AL_157,46.13,43.55,2.58
PAH,AL_158,46.13,43.55,2.58
PAH,AL_159,46.13,43.55,2.58
PAH,AL_160,46.13,43.55,2.58
PAH,AL_161,46.13,43.55,2.58
PAH,AL_162,46.13,43.55,2.58
PAH,AL_163,46.13,43.55,2.58
PAH,AL_164,46.13,43.55,2.58
PAH,AL_165,46.13,43.55,2.58
PAH,AL_166,46.13,43.55,2.58
PAH,AL_167,46.13,43.55,2.58
PAH,AL_168,46.13,43.55,2.58
PAH,AL_169,46.13,43.55,2.58
PAH,AL_170,46.13,43.55,2.58
PAH,AL_171,46.13,43.55,2.58
PAH,AL_172,46.13,43.55,2.58
PAH,AL_173,46.13,43.55,2.58
PAH,AL_174,46.13,43.55,2.58
PAH,AL_175,46.13,43.55,2.58
PAH,AL_176,46.13,43.55,2.58
PAH,AL_177,46.13,43.55,2.58
PAH,AL_178,46.13,43.55,2.58
PAH,AL_179,46.13,43.55,2.58
PAH,AL_180,46.13,43.55,2.58
PAH,AL_181,46.13,43.55,2.58
PAH,AL_182,46.13,43.55,2.58
PAH,AL_183,66.45,75.81,9.35
PAH,AL_184,66.45,75.81,9.35
PAH,AL_185,66.45,75.81,9.35
PAH,AL_186,30.0,9.68,20.32
PAH,AL_187,64.19,69.35,5.16
PAH,AL_188,64.19,69.35,5.16
PAH,AL_189,64.19,69.35,5.16
PAH,AL_190,64.19,69.35,5.16
PAH,AL_191,64.19,69.35,5.16
PAH,AL_192,64.19,69.35,5.16
PAH,AL_193,64.19,69.35,5.16
PAH,AL_194,64.19,69.35,5.16
PAH,AL_195,64.19,69.35,5.16
PAH,AL_196,64.19,69.35,5.16
PAH,AL_197,64.19,69.35,5.16
PAH,AL_198,64.19,69.35,5.16
PAH,AL_199,64.19,69.35,5.16
PAH,AL_200,64.19,69.35,5.16
PAH,AL_201,64.19,69.35,5.16
PAH,AL_202,64.19,69.35,5.16
PAH,AL_203,64.19,69.35,5.16
PAH,AL_204,64.19,69.35,5.16
PAH,AL_205,64.19,69.35,5.16
PAH,AL_206,64.19,69.35,5.16
PAH,AL_207,64.19,69.35,5.16
PAH,AL_208,64.19,69.35,5.16
PAH,AL_209,64.19,69.35,5.16
PAH,AL_210,64.19,69.35,5.16
PAH,AL_211,64.19,69.35,5.16
PAH,AL_212,64.19,69.35,5.16
PAH,AL_213,64.19,69.35,5.16
PAH,AL_214,76.77,79.03,2.26
PAH,AL_215,76.77,79.03,2.26
PAH,AL_216,76.77,79.03,2.26
PAH,AL_217,76.77,79.03,2.26
PAH,AL_218,64.19,69.35,5.16
PAH,AL_219,64.19,69.35,5.16
PAH,AL_220,64.19,69.35,5.16
PAH,AL_221,64.19,69.35,5.16
PAH,AL_222,64.19,69.35,5.16
PAH,AL_223,64.19,69.35,5.16
PAH,AL_224,64.19,69.35,5.16
PAH,AL_225,64.19,69.35,5.16
PAH,AL_226,64.19,69.35,5.16
PAH,AL_227,64.19,69.35,5.16
PAH,AL_228,64.19,69.35,5.16
PAH,AL_229,64.19,69.35,5.16
PAH,AL_230,64.19,69.35,5.16
PAH,AL_231,64.19,69.35,5.16
PAH,AL_232,64.19,69.35,5.16
PAH,AL_233,64.19,69.35,5.16
PAH,AL_234,64.19,69.35,5.16
PAH,AL_235,64.19,69.35,5.16
PAH,AL_236,64.19,69.35,5.16
PAH,AL_237,64.19,69.35,5.16
PAH,AL_238,64.19,69.35,5.16
PAH,AL_239,64.19,69.35,5.16
PAH,AL_240,64.19,69.35,5.16
PAH,AL_241,64.19,69.35,5.16
PAH,AL_242,64.19,69.35,5.16
PAH,AL_243,64.19,69.35,5.16
PAH,AL_244,64.19,69.35,5.16
PAH,AL_245,64.19,69.35,5.16
PAH,AL_246,64.19,69.35,5.16
PAH,AL_247,64.19,69.35,5.16
PAH,AL_248,64.19,69.35,5.16
PAH,AL_249,64.19,69.35,5.16
PAH,AL_250,65.81,72.58,6.77
