Dataset,Column,MissPct,Band
MASTER,AL_29,91.4,80-95%
MASTER,AL_30,91.4,80-95%
MASTER,AL_31,91.4,80-95%
MASTER,AL_32,91.4,80-95%
MASTER,AL_33,91.4,80-95%
MASTER,AL_34,91.4,80-95%
MASTER,AL_35,91.4,80-95%
MASTER,AL_36,91.4,80-95%
MASTER,AL_37,91.4,80-95%
MASTER,AL_38,91.4,80-95%
MASTER,AL_39,48.35,20-50%
MASTER,AL_40,48.35,20-50%
MASTER,AL_41,48.35,20-50%
MASTER,AL_42,48.35,20-50%
MASTER,AL_43,48.35,20-50%
MASTER,AL_44,48.35,20-50%
MASTER,AL_45,48.35,20-50%
MASTER,AL_46,48.35,20-50%
MASTER,AL_47,48.35,20-50%
MASTER,AL_48,48.35,20-50%
MASTER,AL_49,48.35,20-50%
MASTER,AL_50,48.35,20-50%
MASTER,AL_51,48.35,20-50%
MASTER,AL_52,48.35,20-50%
MASTER,AL_53,48.35,20-50%
MASTER,AL_54,48.35,20-50%
MASTER,AL_55,48.35,20-50%
MASTER,AL_56,48.35,20-50%
MASTER,AL_57,48.35,20-50%
MASTER,AL_58,48.35,20-50%
MASTER,AL_59,48.35,20-50%
MASTER,AL_60,48.35,20-50%
MASTER,AL_61,48.35,20-50%
MASTER,AL_62,48.35,20-50%
MASTER,AL_63,48.35,20-50%
MASTER,AL_64,48.35,20-50%
MASTER,AL_65,48.35,20-50%
MASTER,AL_66,48.35,20-50%
MASTER,AL_67,48.35,20-50%
MASTER,AL_68,48.35,20-50%
MASTER,AL_69,48.35,20-50%
MASTER,AL_70,48.35,20-50%
MASTER,AL_71,48.35,20-50%
MASTER,AL_72,48.35,20-50%
MASTER,AL_73,48.35,20-50%
MASTER,AL_74,48.35,20-50%
MASTER,AL_75,59.16,50-80%
MASTER,AL_76,59.16,50-80%
MASTER,AL_77,59.16,50-80%
MASTER,AL_78,59.16,50-80%
MASTER,AL_79,59.16,50-80%
MASTER,AL_80,59.16,50-80%
MASTER,AL_81,59.16,50-80%
MASTER,AL_82,59.16,50-80%
MASTER,AL_83,59.16,50-80%
MASTER,AL_84,59.16,50-80%
MASTER,AL_85,59.16,50-80%
MASTER,AL_86,59.16,50-80%
MASTER,AL_87,59.16,50-80%
MASTER,AL_88,59.16,50-80%
MASTER,AL_89,59.16,50-80%
MASTER,AL_90,59.16,50-80%
MASTER,AL_91,59.16,50-80%
MASTER,AL_92,59.16,50-80%
MASTER,AL_93,59.16,50-80%
MASTER,AL_94,59.16,50-80%
MASTER,AL_95,59.16,50-80%
MASTER,CAT_2,59.16,50-80%
MASTER,AL_96,59.16,50-80%
MASTER,AL_97,59.16,50-80%
MASTER,AL_98,59.16,50-80%
MASTER,CAT_3,12.25,5-20%
MASTER,CAT_4,12.25,5-20%
MASTER,EK_1,12.25,5-20%
MASTER,EK_2,12.25,5-20%
MASTER,EK_3,45.38,20-50%
MASTER,AL_99,49.3,20-50%
MASTER,AL_100,49.3,20-50%
MASTER,AL_101,49.3,20-50%
MASTER,AL_102,49.3,20-50%
MASTER,AL_103,49.3,20-50%
MASTER,AL_104,49.3,20-50%
MASTER,AL_105,49.3,20-50%
MASTER,AL_106,49.3,20-50%
MASTER,AL_107,49.3,20-50%
MASTER,AL_108,49.3,20-50%
MASTER,AL_109,49.3,20-50%
MASTER,AL_110,49.3,20-50%
MASTER,AL_111,49.3,20-50%
MASTER,AL_112,49.3,20-50%
MASTER,AL_113,49.3,20-50%
MASTER,AL_114,49.3,20-50%
MASTER,AL_115,49.3,20-50%
MASTER,AL_116,49.3,20-50%
MASTER,AL_117,49.3,20-50%
MASTER,AL_118,49.3,20-50%
MASTER,AL_119,49.3,20-50%
MASTER,AL_120,49.3,20-50%
MASTER,AL_121,49.3,20-50%
MASTER,AL_122,49.3,20-50%
MASTER,AL_123,49.3,20-50%
MASTER,AL_124,49.3,20-50%
MASTER,AL_125,49.3,20-50%
MASTER,AL_126,49.3,20-50%
MASTER,AL_127,49.3,20-50%
MASTER,AL_128,49.3,20-50%
MASTER,AL_129,49.3,20-50%
MASTER,AL_130,49.3,20-50%
MASTER,AL_131,49.3,20-50%
MASTER,AL_132,49.3,20-50%
MASTER,AL_133,49.3,20-50%
MASTER,AL_134,49.3,20-50%
MASTER,AL_135,49.3,20-50%
MASTER,AL_136,49.3,20-50%
MASTER,AL_137,49.3,20-50%
MASTER,AL_138,49.3,20-50%
MASTER,AL_139,49.3,20-50%
MASTER,AL_140,49.3,20-50%
MASTER,AL_141,49.3,20-50%
MASTER,AL_142,49.3,20-50%
MASTER,AL_143,49.3,20-50%
MASTER,AL_144,49.3,20-50%
MASTER,AL_145,49.3,20-50%
MASTER,AL_146,49.3,20-50%
MASTER,AL_147,49.3,20-50%
MASTER,AL_148,49.3,20-50%
MASTER,AL_149,49.3,20-50%
MASTER,AL_150,49.3,20-50%
MASTER,AL_151,49.3,20-50%
MASTER,AL_152,49.3,20-50%
MASTER,AL_153,49.3,20-50%
MASTER,AL_154,49.3,20-50%
MASTER,AL_155,49.3,20-50%
MASTER,AL_156,49.3,20-50%
MASTER,AL_157,49.3,20-50%
MASTER,AL_158,49.3,20-50%
MASTER,AL_159,49.3,20-50%
MASTER,AL_160,49.3,20-50%
MASTER,AL_161,49.3,20-50%
MASTER,AL_162,49.3,20-50%
MASTER,AL_163,49.3,20-50%
MASTER,AL_164,49.3,20-50%
MASTER,AL_165,49.3,20-50%
MASTER,AL_166,49.3,20-50%
MASTER,AL_167,49.3,20-50%
MASTER,AL_168,49.3,20-50%
MASTER,AL_169,49.3,20-50%
MASTER,AL_170,49.3,20-50%
MASTER,AL_171,49.3,20-50%
MASTER,AL_172,49.3,20-50%
MASTER,AL_173,49.3,20-50%
MASTER,AL_174,49.3,20-50%
MASTER,AL_175,49.3,20-50%
MASTER,AL_176,49.3,20-50%
MASTER,AL_177,49.3,20-50%
MASTER,AL_178,49.3,20-50%
MASTER,AL_179,49.3,20-50%
MASTER,AL_180,49.3,20-50%
MASTER,AL_181,49.3,20-50%
MASTER,AL_182,49.3,20-50%
MASTER,AL_183,66.39,50-80%
MASTER,AL_184,66.39,50-80%
MASTER,AL_185,66.39,50-80%
MASTER,CAT_5,12.25,5-20%
MASTER,AL_186,31.35,20-50%
MASTER,AL_187,64.48,50-80%
MASTER,AL_188,64.48,50-80%
MASTER,AL_189,64.48,50-80%
MASTER,AL_190,64.48,50-80%
MASTER,AL_191,64.48,50-80%
MASTER,AL_192,64.48,50-80%
MASTER,AL_193,64.48,50-80%
MASTER,AL_194,64.48,50-80%
MASTER,AL_195,64.48,50-80%
MASTER,AL_196,64.48,50-80%
MASTER,AL_197,64.48,50-80%
MASTER,AL_198,64.48,50-80%
MASTER,AL_199,64.48,50-80%
MASTER,AL_200,64.48,50-80%
MASTER,AL_201,64.48,50-80%
MASTER,AL_202,64.48,50-80%
MASTER,AL_203,64.48,50-80%
MASTER,AL_204,64.48,50-80%
MASTER,AL_205,64.48,50-80%
MASTER,AL_206,64.48,50-80%
MASTER,AL_207,64.48,50-80%
MASTER,AL_208,64.48,50-80%
MASTER,AL_209,64.48,50-80%
MASTER,AL_210,64.48,50-80%
MASTER,AL_211,64.48,50-80%
MASTER,AL_212,64.48,50-80%
MASTER,AL_213,64.48,50-80%
MASTER,AL_214,74.34,50-80%
MASTER,AL_215,74.34,50-80%
MASTER,AL_216,74.34,50-80%
MASTER,AL_217,74.34,50-80%
MASTER,AL_218,64.48,50-80%
MASTER,AL_219,64.48,50-80%
MASTER,AL_220,64.48,50-80%
MASTER,AL_221,64.48,50-80%
MASTER,AL_222,64.48,50-80%
MASTER,CAT_6,97.71,>95%
MASTER,AL_223,64.48,50-80%
MASTER,AL_224,64.48,50-80%
MASTER,AL_225,64.48,50-80%
MASTER,AL_226,64.48,50-80%
MASTER,AL_227,64.48,50-80%
MASTER,AL_228,64.48,50-80%
MASTER,AL_229,64.48,50-80%
MASTER,AL_230,64.48,50-80%
MASTER,AL_231,64.48,50-80%
MASTER,AL_232,64.48,50-80%
MASTER,AL_233,64.48,50-80%
MASTER,AL_234,64.48,50-80%
MASTER,AL_235,64.48,50-80%
MASTER,AL_236,64.48,50-80%
MASTER,AL_237,64.48,50-80%
MASTER,AL_238,64.48,50-80%
MASTER,AL_239,64.48,50-80%
MASTER,AL_240,64.48,50-80%
MASTER,AL_241,64.48,50-80%
MASTER,AL_242,64.48,50-80%
MASTER,AL_243,64.48,50-80%
MASTER,AL_244,64.48,50-80%
MASTER,AL_245,64.48,50-80%
MASTER,AL_246,64.48,50-80%
MASTER,AL_247,64.48,50-80%
MASTER,AL_248,64.48,50-80%
MASTER,AL_249,64.48,50-80%
MASTER,AL_250,66.19,50-80%
MASTER,AL_251,66.19,50-80%
MASTER,AL_252,66.19,50-80%
MASTER,AL_253,66.19,50-80%
MASTER,AL_254,64.48,50-80%
MASTER,AL_255,64.48,50-80%
MASTER,AL_256,64.48,50-80%
MASTER,AL_257,64.48,50-80%
MASTER,AL_258,64.48,50-80%
MASTER,AL_259,64.48,50-80%
MASTER,AL_260,64.48,50-80%
MASTER,AL_261,64.48,50-80%
MASTER,AL_262,64.48,50-80%
MASTER,AL_263,64.48,50-80%
MASTER,AL_264,64.48,50-80%
MASTER,AL_265,64.48,50-80%
MASTER,AL_266,64.48,50-80%
MASTER,AL_267,64.48,50-80%
MASTER,AL_268,64.48,50-80%
MASTER,AL_269,64.48,50-80%
MASTER,AL_270,64.48,50-80%
MASTER,AL_271,64.48,50-80%
MASTER,AL_272,64.48,50-80%
MASTER,AL_273,64.48,50-80%
MASTER,AL_274,64.48,50-80%
MASTER,AL_275,64.52,50-80%
MASTER,AL_276,64.48,50-80%
MASTER,AL_277,64.48,50-80%
MASTER,AL_278,64.48,50-80%
MASTER,AL_279,64.48,50-80%
MASTER,AL_280,64.48,50-80%
MASTER,AL_281,64.48,50-80%
MASTER,AL_282,64.48,50-80%
MASTER,AL_283,64.48,50-80%
MASTER,AL_284,64.48,50-80%
MASTER,AL_285,64.48,50-80%
MASTER,AL_286,66.6,50-80%
MASTER,AL_287,66.6,50-80%
MASTER,AL_288,66.6,50-80%
MASTER,AL_289,66.6,50-80%
MASTER,AL_290,64.48,50-80%
MASTER,AL_291,64.48,50-80%
MASTER,AL_292,64.48,50-80%
MASTER,AL_293,64.48,50-80%
MASTER,AL_294,64.48,50-80%
MASTER,AL_295,44.32,20-50%
MASTER,AL_296,44.32,20-50%
MASTER,AL_297,44.32,20-50%
MASTER,AL_298,44.32,20-50%
MASTER,AL_299,44.32,20-50%
MASTER,AL_300,44.32,20-50%
MASTER,AL_301,44.32,20-50%
MASTER,AL_302,44.32,20-50%
MASTER,AL_303,44.32,20-50%
MASTER,AL_304,44.32,20-50%
MASTER,AL_305,44.32,20-50%
MASTER,AL_306,44.32,20-50%
MASTER,AL_307,44.32,20-50%
MASTER,AL_308,44.32,20-50%
MASTER,AL_309,44.32,20-50%
MASTER,AL_310,44.32,20-50%
MASTER,AL_311,44.32,20-50%
MASTER,AL_312,44.32,20-50%
MASTER,AL_313,44.32,20-50%
MASTER,AL_314,44.32,20-50%
MASTER,AL_315,44.32,20-50%
MASTER,AL_316,44.32,20-50%
MASTER,AL_317,44.32,20-50%
MASTER,AL_318,44.32,20-50%
MASTER,AL_319,44.32,20-50%
MASTER,AL_320,44.32,20-50%
MASTER,AL_321,44.32,20-50%
MASTER,AL_322,44.32,20-50%
MASTER,AL_323,44.32,20-50%
MASTER,AL_324,44.32,20-50%
MASTER,AL_325,44.32,20-50%
MASTER,AL_326,44.32,20-50%
MASTER,AL_327,44.32,20-50%
MASTER,AL_328,44.32,20-50%
MASTER,AL_329,44.32,20-50%
MASTER,AL_330,44.32,20-50%
MASTER,AL_331,44.32,20-50%
MASTER,AL_332,44.32,20-50%
MASTER,AL_333,44.32,20-50%
MASTER,AL_334,44.32,20-50%
MASTER,EK_4,12.25,5-20%
MASTER,EK_5,12.25,5-20%
MASTER,EK_6,12.25,5-20%
MASTER,EK_7,12.25,5-20%
MASTER,EK_8,12.25,5-20%
MASTER,EK_9,20.71,20-50%
MASTER,AA_1,11.87,5-20%
MASTER,AA_2,11.94,5-20%
MASTER,Label,0.0,0%
PAH,Variant_ID,0.0,0%
PAH,AL_1,96.24,>95%
PAH,AL_2,96.24,>95%
PAH,AL_3,96.24,>95%
PAH,AL_4,96.24,>95%
PAH,AL_5,96.24,>95%
PAH,AL_6,96.24,>95%
PAH,AL_7,40.86,20-50%
PAH,AL_8,40.86,20-50%
PAH,AL_9,40.86,20-50%
PAH,AL_10,40.86,20-50%
PAH,AL_11,40.86,20-50%
PAH,AL_12,40.86,20-50%
PAH,AL_13,40.86,20-50%
PAH,AL_14,40.86,20-50%
PAH,AL_15,40.86,20-50%
PAH,AL_16,67.2,50-80%
PAH,AL_17,67.2,50-80%
PAH,AL_18,67.2,50-80%
PAH,AL_19,67.2,50-80%
PAH,AL_20,67.2,50-80%
PAH,AL_21,67.2,50-80%
PAH,AL_22,67.2,50-80%
PAH,AL_23,67.2,50-80%
PAH,AL_24,67.2,50-80%
PAH,AL_25,67.2,50-80%
PAH,AL_26,36.29,20-50%
PAH,CAT_1,36.29,20-50%
PAH,AL_27,96.24,>95%
PAH,AL_28,96.24,>95%
PAH,AL_29,96.24,>95%
PAH,AL_30,96.24,>95%
PAH,AL_31,96.24,>95%
PAH,AL_32,96.24,>95%
PAH,AL_33,96.24,>95%
PAH,AL_34,96.24,>95%
PAH,AL_35,96.24,>95%
PAH,AL_36,96.24,>95%
PAH,AL_37,96.24,>95%
PAH,AL_38,96.24,>95%
PAH,AL_39,58.06,50-80%
PAH,AL_40,58.06,50-80%
PAH,AL_41,58.06,50-80%
PAH,AL_42,58.06,50-80%
PAH,AL_43,58.06,50-80%
PAH,AL_44,58.06,50-80%
PAH,AL_45,58.06,50-80%
PAH,AL_46,58.06,50-80%
PAH,AL_47,58.06,50-80%
PAH,AL_48,58.06,50-80%
PAH,AL_49,58.06,50-80%
PAH,AL_50,58.06,50-80%
PAH,AL_51,58.06,50-80%
PAH,AL_52,58.06,50-80%
PAH,AL_53,58.06,50-80%
PAH,AL_54,58.06,50-80%
PAH,AL_55,58.06,50-80%
PAH,AL_56,58.06,50-80%
PAH,AL_57,58.06,50-80%
PAH,AL_58,58.06,50-80%
PAH,AL_59,58.06,50-80%
PAH,AL_60,58.06,50-80%
PAH,AL_61,58.06,50-80%
PAH,AL_62,58.06,50-80%
PAH,AL_63,58.06,50-80%
PAH,AL_64,58.06,50-80%
PAH,AL_65,58.06,50-80%
PAH,AL_66,58.06,50-80%
PAH,AL_67,58.06,50-80%
PAH,AL_68,58.06,50-80%
PAH,AL_69,58.06,50-80%
PAH,AL_70,58.06,50-80%
PAH,AL_71,58.06,50-80%
PAH,AL_72,58.06,50-80%
PAH,AL_73,58.06,50-80%
PAH,AL_74,58.06,50-80%
PAH,AL_75,61.29,50-80%
PAH,AL_76,61.29,50-80%
PAH,AL_77,61.29,50-80%
PAH,AL_78,61.29,50-80%
PAH,AL_79,61.29,50-80%
PAH,AL_80,61.29,50-80%
PAH,AL_81,61.29,50-80%
PAH,AL_82,61.29,50-80%
PAH,AL_83,61.29,50-80%
PAH,AL_84,61.29,50-80%
PAH,AL_85,61.29,50-80%
PAH,AL_86,61.29,50-80%
PAH,AL_87,61.29,50-80%
PAH,AL_88,61.29,50-80%
PAH,AL_89,61.29,50-80%
PAH,AL_90,61.29,50-80%
PAH,AL_91,61.29,50-80%
PAH,AL_92,61.29,50-80%
PAH,AL_93,61.29,50-80%
PAH,AL_94,61.29,50-80%
PAH,AL_95,61.29,50-80%
PAH,CAT_2,61.29,50-80%
PAH,AL_96,61.29,50-80%
PAH,AL_97,61.29,50-80%
PAH,AL_98,61.29,50-80%
PAH,CAT_3,2.96,0-5%
PAH,CAT_4,2.96,0-5%
PAH,EK_1,2.96,0-5%
PAH,EK_2,2.96,0-5%
PAH,EK_3,47.85,20-50%
PAH,AL_99,45.7,20-50%
PAH,AL_100,45.7,20-50%
PAH,AL_101,45.7,20-50%
PAH,AL_102,45.7,20-50%
PAH,AL_103,45.7,20-50%
PAH,AL_104,45.7,20-50%
PAH,AL_105,45.7,20-50%
PAH,AL_106,45.7,20-50%
PAH,AL_107,45.7,20-50%
PAH,AL_108,45.7,20-50%
PAH,AL_109,45.7,20-50%
PAH,AL_110,45.7,20-50%
PAH,AL_111,45.7,20-50%
PAH,AL_112,45.7,20-50%
PAH,AL_113,45.7,20-50%
PAH,AL_114,45.7,20-50%
PAH,AL_115,45.7,20-50%
PAH,AL_116,45.7,20-50%
PAH,AL_117,45.7,20-50%
PAH,AL_118,45.7,20-50%
PAH,AL_119,45.7,20-50%
PAH,AL_120,45.7,20-50%
PAH,AL_121,45.7,20-50%
PAH,AL_122,45.7,20-50%
PAH,AL_123,45.7,20-50%
PAH,AL_124,45.7,20-50%
PAH,AL_125,45.7,20-50%
PAH,AL_126,45.7,20-50%
PAH,AL_127,45.7,20-50%
PAH,AL_128,45.7,20-50%
PAH,AL_129,45.7,20-50%
PAH,AL_130,45.7,20-50%
PAH,AL_131,45.7,20-50%
PAH,AL_132,45.7,20-50%
PAH,AL_133,45.7,20-50%
PAH,AL_134,45.7,20-50%
PAH,AL_135,45.7,20-50%
PAH,AL_136,45.7,20-50%
PAH,AL_137,45.7,20-50%
PAH,AL_138,45.7,20-50%
PAH,AL_139,45.7,20-50%
PAH,AL_140,45.7,20-50%
PAH,AL_141,45.7,20-50%
PAH,AL_142,45.7,20-50%
PAH,AL_143,45.7,20-50%
PAH,AL_144,45.7,20-50%
PAH,AL_145,45.7,20-50%
PAH,AL_146,45.7,20-50%
PAH,AL_147,45.7,20-50%
PAH,AL_148,45.7,20-50%
PAH,AL_149,45.7,20-50%
PAH,AL_150,45.7,20-50%
PAH,AL_151,45.7,20-50%
PAH,AL_152,45.7,20-50%
PAH,AL_153,45.7,20-50%
PAH,AL_154,45.7,20-50%
PAH,AL_155,45.7,20-50%
PAH,AL_156,45.7,20-50%
PAH,AL_157,45.7,20-50%
PAH,AL_158,45.7,20-50%
PAH,AL_159,45.7,20-50%
PAH,AL_160,45.7,20-50%
PAH,AL_161,45.7,20-50%
PAH,AL_162,45.7,20-50%
PAH,AL_163,45.7,20-50%
PAH,AL_164,45.7,20-50%
PAH,AL_165,45.7,20-50%
PAH,AL_166,45.7,20-50%
PAH,AL_167,45.7,20-50%
PAH,AL_168,45.7,20-50%
PAH,AL_169,45.7,20-50%
PAH,AL_170,45.7,20-50%
PAH,AL_171,45.7,20-50%
PAH,AL_172,45.7,20-50%
PAH,AL_173,45.7,20-50%
PAH,AL_174,45.7,20-50%
PAH,AL_175,45.7,20-50%
PAH,AL_176,45.7,20-50%
PAH,AL_177,45.7,20-50%
PAH,AL_178,45.7,20-50%
PAH,AL_179,45.7,20-50%
PAH,AL_180,45.7,20-50%
PAH,AL_181,45.7,20-50%
PAH,AL_182,45.7,20-50%
PAH,AL_183,68.01,50-80%
PAH,AL_184,68.01,50-80%
PAH,AL_185,68.01,50-80%
PAH,CAT_5,2.96,0-5%
PAH,AL_186,26.61,20-50%
PAH,AL_187,65.05,50-80%
PAH,AL_188,65.05,50-80%
PAH,AL_189,65.05,50-80%
PAH,AL_190,65.05,50-80%
PAH,AL_191,65.05,50-80%
PAH,AL_192,65.05,50-80%
PAH,AL_193,65.05,50-80%
PAH,AL_194,65.05,50-80%
PAH,AL_195,65.05,50-80%
PAH,AL_196,65.05,50-80%
PAH,AL_197,65.05,50-80%
PAH,AL_198,65.05,50-80%
PAH,AL_199,65.05,50-80%
PAH,AL_200,65.05,50-80%
PAH,AL_201,65.05,50-80%
PAH,AL_202,65.05,50-80%
PAH,AL_203,65.05,50-80%
PAH,AL_204,65.05,50-80%
PAH,AL_205,65.05,50-80%
PAH,AL_206,65.05,50-80%
PAH,AL_207,65.05,50-80%
PAH,AL_208,65.05,50-80%
PAH,AL_209,65.05,50-80%
PAH,AL_210,65.05,50-80%
PAH,AL_211,65.05,50-80%
PAH,AL_212,65.05,50-80%
PAH,AL_213,65.05,50-80%
PAH,AL_214,77.15,50-80%
PAH,AL_215,77.15,50-80%
PAH,AL_216,77.15,50-80%
PAH,AL_217,77.15,50-80%
PAH,AL_218,65.05,50-80%
PAH,AL_219,65.05,50-80%
PAH,AL_220,65.05,50-80%
PAH,AL_221,65.05,50-80%
PAH,AL_222,65.05,50-80%
PAH,CAT_6,100.0,>95%
PAH,AL_223,65.05,50-80%
PAH,AL_224,65.05,50-80%
PAH,AL_225,65.05,50-80%
PAH,AL_226,65.05,50-80%
PAH,AL_227,65.05,50-80%
PAH,AL_228,65.05,50-80%
PAH,AL_229,65.05,50-80%
PAH,AL_230,65.05,50-80%
PAH,AL_231,65.05,50-80%
PAH,AL_232,65.05,50-80%
PAH,AL_233,65.05,50-80%
PAH,AL_234,65.05,50-80%
PAH,AL_235,65.05,50-80%
PAH,AL_236,65.05,50-80%
PAH,AL_237,65.05,50-80%
PAH,AL_238,65.05,50-80%
PAH,AL_239,65.05,50-80%
PAH,AL_240,65.05,50-80%
PAH,AL_241,65.05,50-80%
PAH,AL_242,65.05,50-80%
PAH,AL_243,65.05,50-80%
PAH,AL_244,65.05,50-80%
PAH,AL_245,65.05,50-80%
PAH,AL_246,65.05,50-80%
PAH,AL_247,65.05,50-80%
PAH,AL_248,65.05,50-80%
PAH,AL_249,65.05,50-80%
PAH,AL_250,66.94,50-80%
PAH,AL_251,66.94,50-80%
PAH,AL_252,66.94,50-80%
PAH,AL_253,66.94,50-80%
PAH,AL_254,65.05,50-80%
PAH,AL_255,65.05,50-80%
PAH,AL_256,65.05,50-80%
PAH,AL_257,65.05,50-80%
PAH,AL_258,65.05,50-80%
PAH,AL_259,65.05,50-80%
PAH,AL_260,65.05,50-80%
PAH,AL_261,65.05,50-80%
PAH,AL_262,65.05,50-80%
PAH,AL_263,65.05,50-80%
PAH,AL_264,65.05,50-80%
PAH,AL_265,65.05,50-80%
PAH,AL_266,65.05,50-80%
PAH,AL_267,65.05,50-80%
PAH,AL_268,65.05,50-80%
PAH,AL_269,65.05,50-80%
PAH,AL_270,65.05,50-80%
PAH,AL_271,65.05,50-80%
PAH,AL_272,65.05,50-80%
PAH,AL_273,65.05,50-80%
PAH,AL_274,65.05,50-80%
PAH,AL_275,65.05,50-80%
PAH,AL_276,65.05,50-80%
PAH,AL_277,65.05,50-80%
PAH,AL_278,65.05,50-80%
PAH,AL_279,65.05,50-80%
PAH,AL_280,65.05,50-80%
PAH,AL_281,65.05,50-80%
PAH,AL_282,65.05,50-80%
PAH,AL_283,65.05,50-80%
PAH,AL_284,65.05,50-80%
PAH,AL_285,65.05,50-80%
PAH,AL_286,67.2,50-80%
PAH,AL_287,67.2,50-80%
PAH,AL_288,67.2,50-80%
PAH,AL_289,67.2,50-80%
PAH,AL_290,65.05,50-80%
PAH,AL_291,65.05,50-80%
PAH,AL_292,65.05,50-80%
PAH,AL_293,65.05,50-80%
PAH,AL_294,65.05,50-80%
PAH,AL_295,33.87,20-50%
PAH,AL_296,33.87,20-50%
PAH,AL_297,33.87,20-50%
PAH,AL_298,33.87,20-50%
PAH,AL_299,33.87,20-50%
PAH,AL_300,33.87,20-50%
PAH,AL_301,33.87,20-50%
PAH,AL_302,33.87,20-50%
PAH,AL_303,33.87,20-50%
PAH,AL_304,33.87,20-50%
PAH,AL_305,33.87,20-50%
PAH,AL_306,33.87,20-50%
PAH,AL_307,33.87,20-50%
PAH,AL_308,33.87,20-50%
PAH,AL_309,33.87,20-50%
PAH,AL_310,33.87,20-50%
PAH,AL_311,33.87,20-50%
PAH,AL_312,33.87,20-50%
PAH,AL_313,33.87,20-50%
PAH,AL_314,33.87,20-50%
PAH,AL_315,33.87,20-50%
PAH,AL_316,33.87,20-50%
PAH,AL_317,33.87,20-50%
PAH,AL_318,33.87,20-50%
PAH,AL_319,33.87,20-50%
PAH,AL_320,33.87,20-50%
PAH,AL_321,33.87,20-50%
PAH,AL_322,33.87,20-50%
PAH,AL_323,33.87,20-50%
PAH,AL_324,33.87,20-50%
PAH,AL_325,33.87,20-50%
PAH,AL_326,33.87,20-50%
PAH,AL_327,33.87,20-50%
PAH,AL_328,33.87,20-50%
PAH,AL_329,33.87,20-50%
PAH,AL_330,33.87,20-50%
PAH,AL_331,33.87,20-50%
PAH,AL_332,33.87,20-50%
PAH,AL_333,33.87,20-50%
PAH,AL_334,33.87,20-50%
PAH,EK_4,2.96,0-5%
PAH,EK_5,2.96,0-5%
PAH,EK_6,2.96,0-5%
PAH,EK_7,2.96,0-5%
PAH,EK_8,2.96,0-5%
PAH,EK_9,2.96,0-5%
PAH,AA_1,2.42,0-5%
PAH,AA_2,2.42,0-5%
PAH,Label,0.0,0%
